Category,Sub-Category,Month,Millions of Dollars,Pipeline_exc_datetime
Meats and poultry,Poultry,1989/07/01,16367,2023/08/31 04:02:51
Meats and poultry,Poultry,1989/08/01,16560,2023/08/31 04:02:51
Meats and poultry,Poultry,1989/09/01,16834,2023/08/31 04:02:51
Meats and poultry,Poultry,1989/10/01,16917,2023/08/31 04:02:51
Meats and poultry,Poultry,1989/11/01,17164,2023/08/31 04:02:51
Meats and poultry,Poultry,1989/12/01,17502,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/01/01,17575,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/02/01,17921,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/03/01,18261,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/04/01,18329,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/05/01,18493,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/06/01,18841,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/07/01,18889,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/08/01,19071,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/09/01,19406,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/10/01,19239,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/11/01,19555,2023/08/31 04:02:51
Meats and poultry,Poultry,1990/12/01,19473,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/01/01,7462,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/02/01,7410,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/03/01,7293,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/04/01,7301,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/05/01,7436,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/06/01,7466,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/07/01,7416,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/08/01,7414,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/09/01,7458,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/10/01,7453,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/11/01,7364,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1959/12/01,7490,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/01/01,7343,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/02/01,7253,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/03/01,7422,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/04/01,7509,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/05/01,7408,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/06/01,7364,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/07/01,7414,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/08/01,7311,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/09/01,7268,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/10/01,7324,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/11/01,7479,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1960/12/01,7336,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/01/01,7435,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/02/01,7468,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/03/01,7488,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/04/01,7514,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/05/01,7488,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/06/01,7504,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/07/01,7409,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/08/01,7541,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/09/01,7584,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/10/01,7549,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/11/01,7540,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1961/12/01,7647,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/01/01,7608,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/02/01,7723,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/03/01,7767,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/04/01,7741,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/05/01,7812,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/06/01,7805,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/07/01,7806,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/08/01,7884,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/09/01,8024,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/10/01,7935,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/11/01,7926,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1962/12/01,7884,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/01/01,7959,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/02/01,7887,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/03/01,7890,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/04/01,7833,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/05/01,7875,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/06/01,7942,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/07/01,8029,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/08/01,8095,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/09/01,7942,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/10/01,8025,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/11/01,8143,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1963/12/01,8125,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/01/01,8262,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/02/01,8301,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/03/01,8417,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/04/01,8450,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/05/01,8595,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/06/01,8658,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/07/01,8808,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/08/01,8883,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/09/01,8893,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/10/01,8928,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/11/01,8884,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1964/12/01,9235,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/01/01,9095,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/02/01,9186,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/03/01,9110,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/04/01,9272,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/05/01,9347,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/06/01,9470,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/07/01,9629,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/08/01,9694,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/09/01,9614,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/10/01,10189,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/11/01,10049,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1965/12/01,10323,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/01/01,10320,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/02/01,10555,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/03/01,10703,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/04/01,10820,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/05/01,10769,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/06/01,10772,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/07/01,10941,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/08/01,10824,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/09/01,10865,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/10/01,10728,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/11/01,10795,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1966/12/01,10697,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/01/01,10676,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/02/01,10541,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/03/01,10467,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/04/01,10411,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/05/01,10285,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/06/01,10345,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/07/01,10239,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/08/01,10395,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/09/01,10480,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/10/01,10477,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/11/01,10599,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1967/12/01,10929,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/01/01,10896,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/02/01,11002,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/03/01,11362,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/04/01,11416,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/05/01,11601,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/06/01,11930,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/07/01,12128,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/08/01,12333,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/09/01,12342,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/10/01,12508,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/11/01,12902,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1968/12/01,12818,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/01/01,13015,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/02/01,13219,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/03/01,13268,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/04/01,13320,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/05/01,13677,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/06/01,13556,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/07/01,13760,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/08/01,13987,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/09/01,13937,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/10/01,14252,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/11/01,14268,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1969/12/01,14334,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/01/01,14674,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/02/01,14644,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/03/01,14722,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/04/01,14564,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/05/01,14698,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/06/01,14740,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/07/01,14598,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/08/01,14643,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/09/01,14828,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/10/01,14628,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/11/01,14725,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1970/12/01,15003,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/01/01,14608,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/02/01,14555,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/03/01,14423,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/04/01,14603,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/05/01,14561,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/06/01,14578,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/07/01,14496,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/08/01,14420,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/09/01,14378,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/10/01,14450,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/11/01,14497,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1971/12/01,14673,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/01/01,14383,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/02/01,14845,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/03/01,15114,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/04/01,15320,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/05/01,15533,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/06/01,15555,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/07/01,15630,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/08/01,15720,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/09/01,15897,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/10/01,16073,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/11/01,16059,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1972/12/01,16081,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/01/01,16249,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/02/01,16374,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/03/01,16496,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/04/01,16622,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/05/01,16628,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/06/01,16789,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/07/01,17439,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/08/01,17107,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/09/01,17233,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/10/01,17141,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/11/01,17248,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1973/12/01,17433,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/01/01,17614,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/02/01,17819,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/03/01,17747,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/04/01,17618,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/05/01,17640,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/06/01,17736,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/07/01,17887,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/08/01,18341,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/09/01,18398,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/10/01,18474,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/11/01,18721,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1974/12/01,18421,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/01/01,18768,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/02/01,18927,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/03/01,19196,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/04/01,19073,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/05/01,19658,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/06/01,19744,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/07/01,20103,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/08/01,20148,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/09/01,20080,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/10/01,19963,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/11/01,20023,2023/08/31 04:02:51
Meats and poultry,Beef and veal,1975/12/01,19943,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/01/01,2155,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/02/01,2133,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/03/01,2095,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/04/01,2096,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/05/01,2136,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/06/01,2146,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/07/01,2138,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/08/01,2145,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/09/01,2166,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/10/01,2174,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/11/01,2160,2023/08/31 04:02:51
Meats and poultry,Other meats,1959/12/01,2208,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/01/01,2176,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/02/01,2160,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/03/01,2223,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/04/01,2262,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/05/01,2245,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/06/01,2246,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/07/01,2270,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/08/01,2250,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/09/01,2246,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/10/01,2273,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/11/01,2326,2023/08/31 04:02:51
Meats and poultry,Other meats,1960/12/01,2287,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/01/01,2324,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/02/01,2344,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/03/01,2358,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/04/01,2370,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/05/01,2363,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/06/01,2366,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/07/01,2333,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/08/01,2368,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/09/01,2373,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/10/01,2352,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/11/01,2338,2023/08/31 04:02:51
Meats and poultry,Other meats,1961/12/01,2359,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/01/01,2327,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/02/01,2339,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/03/01,2332,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/04/01,2310,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/05/01,2319,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/06/01,2307,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/07/01,2305,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/08/01,2328,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/09/01,2372,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/10/01,2351,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/11/01,2359,2023/08/31 04:02:51
Meats and poultry,Other meats,1962/12/01,2359,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/01/01,2404,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/02/01,2409,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/03/01,2433,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/04/01,2434,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/05/01,2463,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/06/01,2493,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/07/01,2528,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/08/01,2551,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/09/01,2501,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/10/01,2520,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/11/01,2546,2023/08/31 04:02:51
Meats and poultry,Other meats,1963/12/01,2526,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/01/01,2550,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/02/01,2542,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/03/01,2558,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/04/01,2549,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/05/01,2573,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/06/01,2574,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/07/01,2602,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/08/01,2610,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/09/01,2601,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/10/01,2601,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/11/01,2581,2023/08/31 04:02:51
Meats and poultry,Other meats,1964/12/01,2679,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/01/01,2640,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/02/01,2670,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/03/01,2648,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/04/01,2697,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/05/01,2718,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/06/01,2754,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/07/01,2796,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/08/01,2811,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/09/01,2785,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/10/01,2945,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/11/01,2900,2023/08/31 04:02:51
Meats and poultry,Other meats,1965/12/01,2972,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/01/01,2957,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/02/01,3004,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/03/01,3032,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/04/01,3056,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/05/01,3037,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/06/01,3036,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/07/01,3090,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/08/01,3064,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/09/01,3088,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/10/01,3065,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/11/01,3101,2023/08/31 04:02:51
Meats and poultry,Other meats,1966/12/01,3094,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/01/01,3127,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/02/01,3133,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/03/01,3150,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/04/01,3162,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/05/01,3145,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/06/01,3176,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/07/01,3149,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/08/01,3192,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/09/01,3207,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/10/01,3187,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/11/01,3197,2023/08/31 04:02:51
Meats and poultry,Other meats,1967/12/01,3263,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/01/01,3218,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/02/01,3213,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/03/01,3279,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/04/01,3254,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/05/01,3267,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/06/01,3319,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/07/01,3337,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/08/01,3359,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/09/01,3331,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/10/01,3349,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/11/01,3433,2023/08/31 04:02:51
Meats and poultry,Other meats,1968/12/01,3397,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/01/01,3441,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/02/01,3487,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/03/01,3493,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/04/01,3499,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/05/01,3586,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/06/01,3550,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/07/01,3596,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/08/01,3651,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/09/01,3634,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/10/01,3712,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/11/01,3714,2023/08/31 04:02:51
Meats and poultry,Other meats,1969/12/01,3729,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/01/01,3823,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/02/01,3823,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/03/01,3848,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/04/01,3809,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/05/01,3843,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/06/01,3851,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/07/01,3810,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/08/01,3814,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/09/01,3853,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/10/01,3792,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/11/01,3805,2023/08/31 04:02:51
Meats and poultry,Other meats,1970/12/01,3864,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/01/01,3747,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/02/01,3720,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/03/01,3671,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/04/01,3703,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/05/01,3680,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/06/01,3671,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/07/01,3643,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/08/01,3615,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/09/01,3598,2023/08/31 04:02:51
Meats and poultry,Other meats,1971/10/01,3612,2023/08/31 04:02:51
